is_female,test_id
[ 0.97784078  0.0221592 ],3671
[ 0.98859751  0.01140247],3672
[ 0.97758794  0.02241207],3673
[ 0.00709623  0.99290377],3674
[ 0.99006867  0.00993134],3675
[ 0.0599094  0.9400906],3676
[ 0.98114824  0.01885178],3677
[ 0.96019495  0.03980505],3678
[ 0.98649609  0.01350389],3679
[ 0.95458585  0.04541416],3680
[ 0.00800985  0.99199015],3681
[ 0.97282082  0.02717918],3682
[ 0.86299896  0.13700107],3683
[ 0.00518632  0.99481368],3684
[ 0.55281955  0.44718045],3685
[ 0.9748553   0.02514472],3686
[ 0.99206007  0.00793994],3687
[ 0.01169378  0.98830622],3688
[ 0.94663721  0.05336281],3689
[ 0.02789229  0.97210771],3690
[ 0.30593938  0.69406062],3691
[ 0.40341204  0.59658796],3692
[ 0.90262878  0.09737124],3693
[ 0.98873705  0.01126296],3694
[ 0.00819761  0.99180239],3695
[ 0.48748207  0.51251793],3696
[ 0.01130342  0.98869658],3697
[ 0.96435112  0.03564891],3698
[ 0.04826224  0.95173776],3699
[ 0.00817627  0.99182373],3700
[ 0.770437    0.22956298],3701
[ 0.96253622  0.03746377],3702
[ 0.98926961  0.01073036],3703
[ 0.97706908  0.02293091],3704
[ 0.4514395  0.5485605],3705
[ 0.98354191  0.01645808],3706
[ 0.10613239  0.89386761],3707
[ 0.03470349  0.96529651],3708
[ 0.01787585  0.98212415],3709
[ 0.53280771  0.46719232],3710
[ 0.97431177  0.02568823],3711
[ 0.02841675  0.97158325],3712
[ 0.95754933  0.04245069],3713
[ 0.89082706  0.10917296],3714
[ 0.97855592  0.02144411],3715
[ 0.29090005  0.70909995],3716
[ 0.00359076  0.99640924],3717
[ 0.2379902  0.7620098],3718
[ 0.97945166  0.02054833],3719
[ 0.88691986  0.11308012],3720
[ 0.10576552  0.89423448],3721
[ 0.89907432  0.10092571],3722
[ 0.28012824  0.71987176],3723
[ 0.87891281  0.12108718],3724
[ 0.03353912  0.96646088],3725
[ 0.19265294  0.80734706],3726
[ 0.5109359   0.48906413],3727
[ 0.00683916  0.99316084],3728
[ 0.00860995  0.99139005],3729
[ 0.99508268  0.0049173 ],3730
[ 0.4533025  0.5466975],3731
[ 0.16866809  0.83133191],3732
[ 0.94694197  0.05305801],3733
[ 0.0248611  0.9751389],3734
[ 0.02524465  0.97475535],3735
[ 0.56335843  0.4366416 ],3736
[ 0.90349102  0.09650901],3737
[ 0.02150524  0.97849476],3738
[ 0.98586231  0.01413767],3739
[ 0.96145856  0.03854145],3740
[ 0.35338652  0.64661348],3741
[ 0.92850536  0.07149466],3742
[ 0.01978129  0.98021871],3743
[ 0.91677254  0.08322745],3744
[ 0.01301098  0.98698902],3745
[ 0.01068765  0.98931235],3746
[ 0.97780126  0.02219871],3747
[ 0.00819588  0.99180412],3748
[ 0.95695716  0.04304285],3749
[ 0.4736445  0.5263555],3750
[ 0.08461875  0.91538125],3751
[ 0.0376038  0.9623962],3752
[ 0.95893472  0.04106529],3753
[ 0.77153331  0.22846667],3754
[ 0.46861881  0.53138119],3755
[ 0.98634279  0.01365721],3756
[ 0.98157269  0.01842734],3757
[ 0.93036807  0.06963193],3758
[ 0.0165565  0.9834435],3759
[ 0.00860995  0.99139005],3760
[ 0.30597335  0.69402665],3761
[ 0.84239173  0.1576083 ],3762
[ 0.95167691  0.04832309],3763
[ 0.97300977  0.02699024],3764
[ 0.01019865  0.98980135],3765
[ 0.85286254  0.14713748],3766
[ 0.97858107  0.0214189 ],3767
[ 0.69651997  0.30348006],3768
[ 0.04468125  0.95531875],3769
[ 0.06351507  0.93648493],3770
[ 0.00535303  0.99464697],3771
[ 0.86328614  0.13671389],3772
[ 0.28297395  0.71702605],3773
[ 0.97749203  0.02250795],3774
[ 0.00531524  0.99468476],3775
[ 0.98448008  0.01551989],3776
[ 0.96867347  0.03132651],3777
[ 0.00675118  0.99324882],3778
[ 0.85441464  0.14558537],3779
[ 0.99123973  0.0087603 ],3780
[ 0.00586319  0.99413681],3781
[ 0.35319787  0.64680213],3782
[ 0.89327037  0.1067296 ],3783
[ 0.01301098  0.98698902],3784
[ 0.4422285  0.5577715],3785
[ 0.01181448  0.98818552],3786
[ 0.88692802  0.11307199],3787
[ 0.9714945  0.0285055],3788
[ 0.21334398  0.78665602],3789
[ 0.98855543  0.0114446 ],3790
[ 0.92079175  0.07920824],3791
[ 0.01498294  0.98501706],3792
[ 0.48748207  0.51251793],3793
[ 0.97444606  0.02555395],3794
[ 0.00666523  0.99333477],3795
[ 0.0474596  0.9525404],3796
[ 0.95572472  0.04427528],3797
[ 0.78023124  0.21976875],3798
[ 0.96600032  0.0339997 ],3799
[ 0.98628348  0.01371649],3800
[ 0.00688851  0.99311149],3801
[ 0.0070042  0.9929958],3802
[ 0.43385482  0.56614518],3803
[ 0.90066916  0.09933082],3804
[ 0.98774129  0.01225873],3805
[ 0.02400327  0.97599673],3806
[ 0.47377747  0.52622253],3807
[ 0.95328897  0.04671101],3808
[ 0.00774276  0.99225724],3809
[ 0.9933424  0.0066576],3810
[ 0.9902246   0.00977539],3811
[ 0.01678771  0.98321229],3812
[ 0.4826957  0.5173043],3813
[ 0.03673875  0.96326125],3814
[ 0.7065137  0.2934863],3815
[ 0.96544152  0.03455846],3816
[ 0.94236547  0.05763455],3817
[ 0.40510577  0.59489423],3818
[ 0.01316553  0.98683447],3819
[ 0.02581543  0.97418457],3820
[ 0.01062548  0.98937452],3821
[ 0.74938154  0.25061849],3822
[ 0.84797907  0.1520209 ],3823
[ 0.01292878  0.98707122],3824
[ 0.98800725  0.01199273],3825
[ 0.42169559  0.57830441],3826
[ 0.43048674  0.56951326],3827
[ 0.81120658  0.18879342],3828
[ 0.1327399  0.8672601],3829
[ 0.40510106  0.59489894],3830
[ 0.98927718  0.01072284],3831
[ 0.42581356  0.57418644],3832
[ 0.49576217  0.50423783],3833
[ 0.01776993  0.98223007],3834
[ 0.95841551  0.04158446],3835
[ 0.94658422  0.05341578],3836
[ 0.07129705  0.92870295],3837
[ 0.63532221  0.36467776],3838
[ 0.76609123  0.2339088 ],3839
[ 0.96305859  0.03694141],3840
[ 0.00618142  0.99381858],3841
[ 0.44800711  0.55199289],3842
[ 0.77795219  0.22204782],3843
[ 0.97659862  0.02340139],3844
[ 0.87010783  0.12989219],3845
[ 0.01354027  0.98645973],3846
[ 0.04800117  0.95199883],3847
[ 0.17548925  0.82451075],3848
[ 0.04642218  0.95357782],3849
[ 0.9723261   0.02767391],3850
[ 0.6359657   0.36403427],3851
[ 0.75888157  0.24111842],3852
[ 0.90355277  0.09644724],3853
[ 0.78461772  0.21538229],3854
[ 0.0218932  0.9781068],3855
[ 0.00725675  0.99274325],3856
[ 0.11518997  0.88481003],3857
[ 0.97471064  0.02528933],3858
[ 0.20765769  0.79234231],3859
[ 0.98657382  0.0134262 ],3860
[ 0.00652111  0.99347889],3861
[ 0.61344415  0.38655585],3862
[ 0.04179746  0.95820254],3863
[ 0.28088146  0.71911854],3864
[ 0.00645602  0.99354398],3865
[ 0.00817519  0.99182481],3866
[ 0.39972603  0.60027397],3867
[ 0.57405066  0.42594934],3868
[ 0.18728429  0.81271571],3869
[ 0.01335579  0.98664421],3870
[ 0.8428098   0.15719017],3871
[ 0.56681204  0.43318793],3872
[ 0.95779622  0.04220378],3873
[ 0.08474958  0.91525042],3874
[ 0.968674    0.03132601],3875
[ 0.2266503  0.7733497],3876
[ 0.01940829  0.98059171],3877
[ 0.30261511  0.69738489],3878
[ 0.0085277  0.9914723],3879
[ 0.04097259  0.95902741],3880
[ 0.98736447  0.0126355 ],3881
[ 0.35368872  0.64631128],3882
[ 0.01132625  0.98867375],3883
[ 0.02253759  0.97746241],3884
[ 0.01981401  0.98018599],3885
[ 0.9804529  0.0195471],3886
[ 0.00745934  0.99254066],3887
[ 0.54069203  0.45930797],3888
[ 0.96019411  0.03980592],3889
[ 0.75935602  0.24064396],3890
[ 0.86766911  0.13233086],3891
[ 0.91123259  0.08876738],3892
[ 0.90896767  0.09103231],3893
[ 0.95056373  0.04943627],3894
[ 0.98141891  0.01858107],3895
[ 0.00701809  0.99298191],3896
[ 0.02281791  0.97718209],3897
[ 0.0065136  0.9934864],3898
[ 0.43547869  0.56452131],3899
[ 0.94228625  0.05771377],3900
[ 0.75358403  0.24641594],3901
[ 0.97391868  0.02608133],3902
[ 0.63838029  0.36161974],3903
[ 0.09524184  0.90475816],3904
[ 0.95250994  0.04749003],3905
[ 0.99266875  0.00733125],3906
[ 0.00688219  0.99311781],3907
[ 0.97412074  0.02587928],3908
[ 0.02281201  0.97718799],3909
[ 0.01571769  0.98428231],3910
[ 0.95914614  0.04085384],3911
[ 0.96019411  0.03980592],3912
[ 0.85414898  0.14585099],3913
[ 0.00852406  0.99147594],3914
[ 0.01570451  0.98429549],3915
[ 0.9665997  0.0334003],3916
[ 0.84633666  0.15366335],3917
[ 0.11134738  0.88865262],3918
[ 0.03840256  0.96159744],3919
[ 0.01223421  0.98776579],3920
[ 0.01398367  0.98601633],3921
[ 0.00588721  0.99411279],3922
[ 0.03149903  0.96850097],3923
[ 0.00511569  0.99488431],3924
[ 0.93251127  0.06748871],3925
[ 0.00363255  0.99636745],3926
[ 0.46667528  0.53332472],3927
[ 0.85154927  0.14845076],3928
[ 0.95363647  0.04636352],3929
[ 0.01261634  0.98738366],3930
[ 0.00835603  0.99164397],3931
[ 0.04473239  0.95526761],3932
[ 0.01271236  0.98728764],3933
[ 0.00610262  0.99389738],3934
[ 0.02379358  0.97620642],3935
[ 0.01784837  0.98215163],3936
[ 0.89317763  0.10682237],3937
[ 0.9446817  0.0553183],3938
[ 0.96521813  0.03478185],3939
[ 0.55417269  0.44582731],3940
[ 0.02732092  0.97267908],3941
[ 0.91372406  0.08627593],3942
[ 0.95320779  0.04679221],3943
[ 0.044236  0.955764],3944
[ 0.07571667  0.92428333],3945
[ 0.01082766  0.98917234],3946
[ 0.97160584  0.02839416],3947
[ 0.4201405  0.5798595],3948
[ 0.10167462  0.89832538],3949
[ 0.00909168  0.99090832],3950
[ 0.10878789  0.89121211],3951
[ 0.00793386  0.99206614],3952
[ 0.98753387  0.01246614],3953
[ 0.00467181  0.99532819],3954
[ 0.00707412  0.99292588],3955
[ 0.27639192  0.72360808],3956
[ 0.01533318  0.98466682],3957
[ 0.01154214  0.98845786],3958
[ 0.01844186  0.98155814],3959
[ 0.95168865  0.04831137],3960
[ 0.58259082  0.41740921],3961
[ 0.09665114  0.90334886],3962
[ 0.46272486  0.53727514],3963
[ 0.97150218  0.0284978 ],3964
[ 0.01398367  0.98601633],3965
[ 0.01199591  0.98800409],3966
[ 0.03901768  0.96098232],3967
[ 0.47498339  0.52501661],3968
[ 0.83107299  0.16892701],3969
[ 0.96314627  0.03685373],3970
[ 0.90646797  0.09353204],3971
[ 0.01010507  0.98989493],3972
[ 0.01134384  0.98865616],3973
[ 0.02432156  0.97567844],3974
[ 0.96056747  0.03943251],3975
[ 0.99483615  0.00516384],3976
[ 0.00652111  0.99347889],3977
[ 0.47066051  0.52933949],3978
[ 0.98621327  0.01378673],3979
[ 0.01516372  0.98483628],3980
[ 0.96019411  0.03980592],3981
[ 0.8358354   0.16416462],3982
[ 0.96352082  0.03647919],3983
[ 0.89040637  0.10959366],3984
[ 0.88507873  0.11492126],3985
[ 0.96268159  0.03731842],3986
[ 0.01249117  0.98750883],3987
[ 0.9566319   0.04336812],3988
[ 0.97813147  0.02186853],3989
[ 0.04685903  0.95314097],3990
[ 0.53238297  0.46761703],3991
[ 0.01261193  0.98738807],3992
[ 0.92690599  0.07309399],3993
[ 0.46313262  0.53686738],3994
[ 0.81614828  0.18385175],3995
[ 0.45455158  0.54544842],3996
[ 0.03013432  0.96986568],3997
[ 0.94938564  0.05061436],3998
[ 0.10197508  0.89802492],3999
[ 0.48912871  0.51087129],4000
[ 0.00849879  0.99150121],4001
[ 0.03188622  0.96811378],4002
[ 0.36752242  0.63247758],4003
[ 0.43457973  0.56542027],4004
[ 0.980721  0.019279],4005
[ 0.96864974  0.03135026],4006
[ 0.01899052  0.98100948],4007
[ 0.0085659  0.9914341],4008
[ 0.19638735  0.80361265],4009
[ 0.95884562  0.04115436],4010
[ 0.01889783  0.98110217],4011
[ 0.58166146  0.41833854],4012
[ 0.00909168  0.99090832],4013
[ 0.11968243  0.88031757],4014
[ 0.93707919  0.0629208 ],4015
[ 0.00505275  0.99494725],4016
[ 0.96820563  0.03179437],4017
[ 0.9390142   0.06098577],4018
[ 0.00362778  0.99637222],4019
[ 0.70693654  0.29306346],4020
[ 0.54550183  0.4544982 ],4021
[ 0.98037112  0.01962891],4022
[ 0.94209611  0.05790389],4023
[ 0.89455646  0.10544354],4024
[ 0.91190398  0.08809605],4025
[ 0.01362062  0.98637938],4026
[ 0.80001372  0.19998629],4027
[ 0.00913239  0.99086761],4028
[ 0.03891516  0.96108484],4029
[ 0.05857533  0.94142467],4030
[ 0.9810046   0.01899541],4031
[ 0.65671396  0.34328604],4032
[ 0.01469326  0.98530674],4033
[ 0.9519819   0.04801811],4034
[ 0.9887411   0.01125892],4035
[ 0.02451557  0.97548443],4036
[ 0.06328249  0.93671751],4037
[ 0.0333901  0.9666099],4038
[ 0.88041818  0.1195818 ],4039
[ 0.85415983  0.14584017],4040
[ 0.55766702  0.44233298],4041
[ 0.04659003  0.95340997],4042
[ 0.94888163  0.0511184 ],4043
[ 0.00945085  0.99054915],4044
[ 0.96315056  0.03684943],4045
[ 0.07270604  0.92729396],4046
[ 0.98710084  0.01289915],4047
[ 0.57056618  0.42943385],4048
[ 0.96030635  0.03969364],4049
[ 0.02618486  0.97381514],4050
[ 0.01053464  0.98946536],4051
[ 0.27362925  0.72637075],4052
[ 0.98765177  0.01234823],4053
[ 0.97411573  0.02588425],4054
[ 0.0416857  0.9583143],4055
[ 0.85606468  0.14393534],4056
[ 0.00562429  0.99437571],4057
[ 0.85998309  0.14001688],4058
[ 0.00502175  0.99497825],4059
[ 0.99321169  0.00678833],4060
[ 0.08606154  0.91393846],4061
[ 0.01469398  0.98530602],4062
[ 0.01882935  0.98117065],4063
[ 0.11736667  0.88263333],4064
[ 0.98989648  0.01010352],4065
[ 0.01586443  0.98413557],4066
[ 0.02684611  0.97315389],4067
[ 0.9287436   0.07125638],4068
[ 0.82599032  0.17400965],4069
[ 0.98333442  0.01666558],4070
[ 0.995251    0.00474898],4071
[ 0.98794258  0.01205743],4072
[ 0.01541835  0.98458165],4073
[ 0.30954945  0.69045055],4074
[ 0.78367734  0.21632265],4075
[ 0.84467876  0.15532124],4076
[ 0.88197637  0.11802363],4077
[ 0.90872896  0.09127105],4078
[ 0.98895717  0.01104286],4079
[ 0.68263817  0.31736186],4080
[ 0.5250361   0.47496393],4081
[ 0.08159864  0.91840136],4082
[ 0.36920816  0.63079184],4083
[ 0.01283193  0.98716807],4084
[ 0.9843241   0.01567593],4085
[ 0.0274176  0.9725824],4086
[ 0.86794227  0.13205773],4087
[ 0.02960932  0.97039068],4088
[ 0.32868892  0.67131108],4089
[ 0.98949164  0.01050834],4090
[ 0.00836504  0.99163496],4091
[ 0.92744505  0.07255498],4092
[ 0.05810416  0.94189584],4093
[ 0.00939178  0.99060822],4094
[ 0.96268159  0.03731842],4095
[ 0.97089487  0.02910514],4096
[ 0.49739093  0.50260907],4097
[ 0.00663674  0.99336326],4098
[ 0.99414635  0.00585366],4099
[ 0.66284049  0.33715954],4100
[ 0.76643038  0.23356962],4101
[ 0.00949436  0.99050564],4102
[ 0.96815902  0.03184096],4103
[ 0.92946255  0.07053745],4104
[ 0.00501359  0.99498641],4105
[ 0.99135846  0.00864152],4106
[ 0.98350149  0.01649849],4107
[ 0.93267637  0.06732365],4108
[ 0.65906787  0.34093213],4109
[ 0.01967579  0.98032421],4110
[ 0.32998395  0.67001605],4111
[ 0.02379358  0.97620642],4112
[ 0.98255581  0.01744417],4113
[ 0.82087028  0.17912972],4114
[ 0.00326103  0.99673897],4115
[ 0.34004819  0.65995181],4116
[ 0.97255749  0.02744249],4117
[ 0.00768775  0.99231225],4118
[ 0.00474715  0.99525285],4119
[ 0.87190801  0.12809199],4120
[ 0.31630367  0.68369633],4121
[ 0.0086996  0.9913004],4122
[ 0.06051892  0.93948108],4123
[ 0.98824865  0.01175138],4124
[ 0.4736445  0.5263555],4125
[ 0.31928641  0.68071359],4126
[ 0.0067392  0.9932608],4127
[ 0.53749514  0.46250486],4128
[ 0.02084124  0.97915876],4129
[ 0.01653767  0.98346233],4130
[ 0.04126239  0.95873761],4131
[ 0.96152508  0.03847494],4132
[ 0.96794182  0.0320582 ],4133
[ 0.92350709  0.07649288],4134
[ 0.00737941  0.99262059],4135
[ 0.07267004  0.92732996],4136
[ 0.78819698  0.21180303],4137
[ 0.8352167   0.16478328],4138
[ 0.79231894  0.20768109],4139
[ 0.52880877  0.47119123],4140
[ 0.94525409  0.05474593],4141
[ 0.96255237  0.03744765],4142
[ 0.97987378  0.02012624],4143
[ 0.98425037  0.01574966],4144
[ 0.90460992  0.09539007],4145
[ 0.01430815  0.98569185],4146
[ 0.0085972  0.9914028],4147
[ 0.95976341  0.04023661],4148
[ 0.00538355  0.99461645],4149
[ 0.97551912  0.02448089],4150
[ 0.98036301  0.01963698],4151
[ 0.03791785  0.96208215],4152
[ 0.05979496  0.94020504],4153
[ 0.07502913  0.92497087],4154
[ 0.75629628  0.24370375],4155
[ 0.07348084  0.92651916],4156
[ 0.91363025  0.08636978],4157
[ 0.81950116  0.18049885],4158
[ 0.97092819  0.02907183],4159
[ 0.10156804  0.89843196],4160
[ 0.96649987  0.03350014],4161
[ 0.01534384  0.98465616],4162
[ 0.01270038  0.98729962],4163
[ 0.0244844  0.9755156],4164
[ 0.96198767  0.03801235],4165
[ 0.00224346  0.99775654],4166
[ 0.01305151  0.98694849],4167
[ 0.954485    0.04551498],4168
[ 0.43547869  0.56452131],4169
[ 0.00615549  0.99384451],4170
[ 0.2378673  0.7621327],4171
[ 0.22842389  0.77157611],4172
[ 0.96058589  0.0394141 ],4173
[ 0.50009537  0.49990466],4174
[ 0.01015663  0.98984337],4175
[ 0.89286637  0.10713362],4176
[ 0.97578889  0.02421112],4177
[ 0.4158529  0.5841471],4178
[ 0.03501862  0.96498138],4179
[ 0.01021397  0.98978603],4180
[ 0.99644417  0.00355583],4181
[ 0.00801265  0.99198735],4182
[ 0.97681469  0.02318534],4183
[ 0.54441893  0.45558107],4184
[ 0.37794584  0.62205416],4185
[ 0.95840317  0.04159683],4186
[ 0.96170354  0.03829649],4187
[ 0.85844636  0.14155366],4188
[ 0.10064536  0.89935464],4189
[ 0.51362479  0.48637518],4190
[ 0.04890192  0.95109808],4191
[ 0.01184672  0.98815328],4192
[ 0.00426763  0.99573237],4193
[ 0.12857014  0.87142986],4194
[ 0.98753679  0.01246319],4195
[ 0.97293633  0.02706369],4196
[ 0.01572335  0.98427665],4197
[ 0.8979848   0.10201521],4198
[ 0.97712386  0.02287611],4199
[ 0.02543581  0.97456419],4200
[ 0.77018428  0.22981571],4201
[ 0.01430398  0.98569602],4202
[ 0.01136214  0.98863786],4203
[ 0.9853791   0.01462088],4204
[ 0.96510482  0.03489516],4205
[ 0.39266872  0.60733128],4206
[ 0.98150676  0.01849325],4207
[ 0.98744333  0.01255667],4208
[ 0.02116066  0.97883934],4209
[ 0.95899558  0.04100443],4210
[ 0.00789464  0.99210536],4211
[ 0.95331407  0.04668593],4212
[ 0.52120924  0.47879079],4213
[ 0.02651489  0.97348511],4214
[ 0.85390204  0.14609797],4215
[ 0.98572439  0.01427561],4216
[ 0.0130074  0.9869926],4217
[ 0.95502412  0.0449759 ],4218
[ 0.80700761  0.19299239],4219
[ 0.89273  0.10727],4220
[ 0.95404601  0.04595399],4221
[ 0.01029092  0.98970908],4222
[ 0.69111806  0.30888194],4223
[ 0.95800471  0.04199526],4224
[ 0.92739934  0.07260066],4225
[ 0.01164299  0.98835701],4226
[ 0.02562767  0.97437233],4227
[ 0.0085972  0.9914028],4228
[ 0.01481092  0.98518908],4229
[ 0.41925532  0.58074468],4230
[ 0.20094568  0.79905432],4231
[ 0.97732699  0.02267298],4232
[ 0.86672485  0.13327514],4233
[ 0.03972524  0.96027476],4234
[ 0.95331407  0.04668593],4235
[ 0.00707555  0.99292445],4236
[ 0.47650129  0.52349871],4237
[ 0.91214585  0.08785414],4238
[ 0.04341364  0.95658636],4239
[ 0.78773081  0.21226922],4240
[ 0.94324118  0.05675885],4241
[ 0.01510137  0.98489863],4242
[ 0.25297111  0.74702889],4243
[ 0.70245636  0.29754367],4244
[ 0.96167082  0.0383292 ],4245
[ 0.02356201  0.97643799],4246
[ 0.9113692  0.0886308],4247
[ 0.03928971  0.96071029],4248
[ 0.00620639  0.99379361],4249
[ 0.59322572  0.40677431],4250
[ 0.0327878  0.9672122],4251
[ 0.41197193  0.58802807],4252
[ 0.91596794  0.08403206],4253
[ 0.58718169  0.41281828],4254
[ 0.00603354  0.99396646],4255
[ 0.01578778  0.98421222],4256
[ 0.01846009  0.98153991],4257
[ 0.82973659  0.17026341],4258
[ 0.01116413  0.98883587],4259
[ 0.95471585  0.04528413],4260
[ 0.0273903  0.9726097],4261
[ 0.01301098  0.98698902],4262
[ 0.05820346  0.94179654],4263
[ 0.00748616  0.99251384],4264
[ 0.01254129  0.98745871],4265
[ 0.58507121  0.41492882],4266
[ 0.98819721  0.0118028 ],4267
[ 0.31726879  0.68273121],4268
[ 0.03404146  0.96595854],4269
[ 0.37729812  0.62270188],4270
[ 0.01277685  0.98722315],4271
[ 0.02636719  0.97363281],4272
[ 0.97462374  0.02537627],4273
[ 0.00707895  0.99292105],4274
[ 0.86909175  0.13090824],4275
[ 0.02901608  0.97098392],4276
[ 0.31129009  0.68870991],4277
[ 0.95039642  0.04960356],4278
[ 0.9330343   0.06696569],4279
[ 0.47723222  0.52276778],4280
[ 0.00705862  0.99294138],4281
[ 0.98061299  0.01938698],4282
[ 0.04650712  0.95349288],4283
[ 0.71802461  0.28197542],4284
[ 0.01798213  0.98201787],4285
[ 0.74591321  0.25408679],4286
[ 0.97065574  0.02934428],4287
[ 0.92509758  0.07490239],4288
[ 0.97472233  0.0252777 ],4289
[ 0.96735704  0.03264296],4290
[ 0.99298871  0.00701128],4291
[ 0.99164855  0.00835146],4292
[ 0.95267797  0.04732201],4293
[ 0.46141577  0.53858423],4294
[ 0.3858754  0.6141246],4295
[ 0.98642087  0.01357912],4296
[ 0.9815594   0.01844058],4297
[ 0.03851289  0.96148711],4298
[ 0.02084124  0.97915876],4299
[ 0.0115512  0.9884488],4300
[ 0.96093202  0.03906798],4301
[ 0.02642876  0.97357124],4302
[ 0.12252092  0.87747908],4303
[ 0.97492176  0.02507822],4304
[ 0.05414683  0.94585317],4305
[ 0.38966  0.61034],4306
[ 0.01136529  0.98863471],4307
[ 0.9431411   0.05685892],4308
[ 0.97714174  0.02285828],4309
[ 0.93193382  0.06806619],4310
[ 0.99508989  0.0049101 ],4311
[ 0.27125984  0.72874016],4312
[ 0.0147444  0.9852556],4313
[ 0.86334336  0.13665666],4314
[ 0.00517666  0.99482334],4315
[ 0.98272735  0.01727263],4316
[ 0.92023122  0.07976878],4317
[ 0.74217927  0.25782073],4318
[ 0.58930284  0.41069716],4319
[ 0.79679281  0.20320721],4320
[ 0.94374931  0.05625067],4321
[ 0.02295667  0.97704333],4322
[ 0.01705301  0.98294699],4323
[ 0.86536247  0.13463752],4324
[ 0.70186394  0.29813606],4325
[ 0.99351835  0.00648162],4326
[ 0.89617008  0.10382994],4327
[ 0.33899617  0.66100383],4328
[ 0.07974082  0.92025918],4329
[ 0.00492036  0.99507964],4330
[ 0.02251947  0.97748053],4331
[ 0.00769806  0.99230194],4332
[ 0.04162437  0.95837563],4333
[ 0.99518198  0.00481803],4334
[ 0.94943684  0.05056315],4335
[ 0.70277226  0.29722777],4336
[ 0.89007556  0.10992444],4337
[ 0.82061303  0.179387  ],4338
[ 0.01851982  0.98148018],4339
[ 0.01381081  0.98618919],4340
[ 0.48610157  0.51389843],4341
[ 0.06089449  0.93910551],4342
[ 0.00966066  0.99033934],4343
[ 0.08638513  0.91361487],4344
[ 0.95859748  0.04140253],4345
[ 0.89362431  0.1063757 ],4346
[ 0.97669834  0.02330168],4347
[ 0.01064938  0.98935062],4348
[ 0.09865528  0.90134472],4349
[ 0.01750469  0.98249531],4350
[ 0.43547869  0.56452131],4351
[ 0.01719654  0.98280346],4352
[ 0.00622767  0.99377233],4353
[ 0.00900477  0.99099523],4354
[ 0.01381522  0.98618478],4355
[ 0.87828439  0.1217156 ],4356
[ 0.01307327  0.98692673],4357
[ 0.01076674  0.98923326],4358
[ 0.00905019  0.99094981],4359
[ 0.00902736  0.99097264],4360
[ 0.96765155  0.03234846],4361
[ 0.43547869  0.56452131],4362
[ 0.00739276  0.99260724],4363
[ 0.48446578  0.51553422],4364
[ 0.9567064   0.04329363],4365
[ 0.01218009  0.98781991],4366
[ 0.02401441  0.97598559],4367
[ 0.01926064  0.98073936],4368
[ 0.98807549  0.01192449],4369
[ 0.62893975  0.37106025],4370
[ 0.97567046  0.02432953],4371
[ 0.09306306  0.90693694],4372
[ 0.02578568  0.97421432],4373
[ 0.00403166  0.99596834],4374
[ 0.79582381  0.20417619],4375
[ 0.01011878  0.98988122],4376
[ 0.64057541  0.35942459],4377
[ 0.97606426  0.02393573],4378
[ 0.98986012  0.01013988],4379
[ 0.00727564  0.99272436],4380
[ 0.69293845  0.30706155],4381
[ 0.01645571  0.98354429],4382
[ 0.5629431  0.4370569],4383
[ 0.1786502  0.8213498],4384
[ 0.92131311  0.07868689],4385
[ 0.92426479  0.07573524],4386
[ 0.00482416  0.99517584],4387
[ 0.3302629  0.6697371],4388
[ 0.01021242  0.98978758],4389
[ 0.98028618  0.01971384],4390
[ 0.98945647  0.01054354],4391
[ 0.38790548  0.61209452],4392
[ 0.98622304  0.01377694],4393
[ 0.00774056  0.99225944],4394
[ 0.97726375  0.02273624],4395
[ 0.00774974  0.99225026],4396
[ 0.00781918  0.99218082],4397
[ 0.01391745  0.98608255],4398
[ 0.00556833  0.99443167],4399
[ 0.98712957  0.01287043],4400
[ 0.93727571  0.06272427],4401
[ 0.0230124  0.9769876],4402
[ 0.49216938  0.50783062],4403
[ 0.02807093  0.97192907],4404
[ 0.01856643  0.98143357],4405
[ 0.11702794  0.88297206],4406
[ 0.92345721  0.07654279],4407
[ 0.05724716  0.94275284],4408
[ 0.93149996  0.06850006],4409
[ 0.80740416  0.19259587],4410
[ 0.10863912  0.89136088],4411
[ 0.95781857  0.04218143],4412
[ 0.02562767  0.97437233],4413
[ 0.90021867  0.09978131],4414
[ 0.96947259  0.03052742],4415
[ 0.45742226  0.54257774],4416
[ 0.47527564  0.52472436],4417
[ 0.4028874  0.5971126],4418
[ 0.54579461  0.45420536],4419
[ 0.77832913  0.22167084],4420
[ 0.83445632  0.16554365],4421
[ 0.9883517   0.01164831],4422
[ 0.60876894  0.39123103],4423
[ 0.00514209  0.99485791],4424
[ 0.97108793  0.02891209],4425
[ 0.01178062  0.98821938],4426
[ 0.16260958  0.83739042],4427
[ 0.02758431  0.97241569],4428
[ 0.74225771  0.25774226],4429
[ 0.97481823  0.02518177],4430
[ 0.01132625  0.98867375],4431
[ 0.19826764  0.80173236],4432
[ 0.9933064   0.00669358],4433
[ 0.69454962  0.30545038],4434
[ 0.00716311  0.99283689],4435
[ 0.42121094  0.57878906],4436
[ 0.96838886  0.03161113],4437
[ 0.01742435  0.98257565],4438
[ 0.97547776  0.02452223],4439
[ 0.02495235  0.97504765],4440
[ 0.95272058  0.0472794 ],4441
[ 0.00822109  0.99177891],4442
[ 0.00545222  0.99454778],4443
[ 0.02396274  0.97603726],4444
