predict,p1
1,0.999999701
1,0.994901977
0,8.75E-13
0,3.39E-12
0,1.09E-19
1,0.999999991
1,1
1,1
0,3.24E-23
1,1
0,5.59E-17
1,0.999991118
1,1
1,1
1,0.999998068
0,1.32E-24
0,2.99E-14
1,1
0,4.71E-06
1,1
1,1
0,1.27E-08
0,2.36E-09
0,2.79E-08
1,0.999999639
0,0.017471606
1,1
0,1.55E-10
0,1.58E-11
1,1
1,1
1,1
1,0.999477781
1,0.996117594
1,0.574406365
0,1.63E-15
1,0.999999897
1,1
0,3.58E-17
0,2.49E-17
0,1.59E-06
1,1
1,0.999999936
1,1
1,1
0,4.96E-13
0,1.60E-15
0,5.32E-18
0,9.60E-08
0,1.05E-06
1,0.999999995
0,6.84E-10
1,1
1,1
0,1.04E-05
0,1.42E-05
0,7.48E-14
0,2.45E-08
1,1
1,1
0,0.031232519
0,3.28E-05
1,1
1,0.999657611
0,2.46E-20
1,1
1,1
0,3.84E-09
0,8.06E-05
0,1.04E-09
1,1
1,1
1,0.999991861
1,1
0,1.55E-10
0,2.62E-04
1,1
1,1
0,4.08E-20
0,2.23E-14
0,8.19E-15
0,2.10E-10
0,1.29E-08
0,5.86E-27
0,2.52E-10
0,2.25E-05
0,0.002096143
0,9.84E-33
0,3.54E-07
1,1
1,0.98696821
0,1.30E-11
1,0.999162068
1,1
1,1
1,1
1,1
1,0.992962447
0,0.001056745
1,1
1,1
1,1
1,1
1,0.999346923
1,0.110855626
0,1.40E-06
0,1.77E-22
1,0.999998869
1,1
0,0.052254934
1,1
1,1
0,4.00E-14
0,2.50E-20
1,1
1,0.999999982
0,1.15E-22
1,0.999998546
0,2.06E-14
1,0.999999934
1,1
1,0.999999826
0,4.38E-06
0,6.74E-16
1,0.999999489
1,1
0,2.03E-04
1,0.088993503
0,3.31E-11
1,0.999999999
0,2.59E-08
1,0.999999971
0,2.22E-21
0,2.08E-34
1,1
0,1.66E-13
1,0.999999947
1,1
0,6.34E-13
1,1
1,1
0,1.00E-04
0,1.67E-20
0,1.90E-10
1,1
1,1
1,0.999999907
1,1
1,0.999999998
1,1
1,1
0,1.60E-23
1,1
1,1
0,5.70E-04
1,1
0,1.43E-09
1,1
1,1
0,8.57E-11
1,0.999411743
1,1
1,1
1,0.999567697
1,1
0,3.14E-11
1,0.999999535
0,2.61E-08
1,0.994346564
1,0.994011329
0,4.79E-21
0,7.19E-05
0,3.15E-32
0,1.92E-12
1,1
0,9.93E-06
0,5.63E-12
0,1.08E-21
1,1
1,1
1,1
1,1
1,1
0,0.013049802
0,5.77E-13
1,0.999999968
0,2.93E-12
0,1.30E-07
0,9.56E-21
1,1
1,1
1,1
1,1
1,0.994863265
0,1.94E-15
1,0.999999997
1,1
1,1
0,2.58E-09
1,1
1,1
1,1
0,0.003426334
1,1
1,1
0,9.62E-09
1,1
1,1
1,1
1,0.999991801
0,2.69E-16
0,1.04E-15
0,4.10E-11
1,1
0,2.52E-12
1,1
0,3.43E-13
1,0.99999986
1,0.999997522
1,0.985147278
1,1
0,1.69E-05
0,0.001949292
1,1
0,6.01E-13
0,1.89E-07
0,2.06E-26
0,3.81E-08
1,1
0,1.59E-10
1,1
1,1
1,1
0,2.79E-04
1,0.999999169
1,0.999999883
0,2.30E-18
0,1.55E-11
1,1
1,1
1,1
1,1
0,3.77E-06
1,0.872841109
0,6.17E-10
0,1.68E-21
1,1
0,3.10E-07
0,3.03E-22
0,1.06E-11
0,4.29E-10
0,1.74E-09
1,1
1,1
1,1
0,2.27E-13
0,0.010622278
0,4.82E-12
1,1
0,9.58E-10
0,3.32E-09
0,1.38E-33
1,1
0,1.79E-08
1,1
0,2.37E-14
1,0.999995068
1,1
0,1.25E-15
1,0.999999992
1,0.999999999
0,0.004414825
1,0.999994389
1,1
1,1
1,0.999999997
1,0.999999965
1,0.999999996
0,5.27E-19
1,1
1,1
1,1
1,1
0,0.00282075
1,1
1,0.933220278
1,1
1,0.96224159
0,3.08E-12
1,1
0,5.44E-07
0,2.98E-16
0,7.18E-04
1,1
1,1
0,1.20E-07
1,1
1,0.999997328
0,1.95E-10
1,1
1,0.061717918
1,1
1,0.97145346
0,1.50E-17
1,1
1,0.999999644
1,0.999989017
1,1
0,4.28E-07
0,1.75E-06
1,1
0,2.92E-24
0,1.13E-12
1,0.99999939
1,1
1,1
0,5.35E-11
0,5.01E-20
1,0.999999864
0,0.020093365
1,0.999115155
0,0.003708431
0,7.91E-04
0,8.98E-09
0,4.90E-25
1,0.991062191
0,1.11E-11
1,1
1,1
0,4.50E-19
1,1
1,0.999692895
0,1.34E-20
0,1.39E-11
1,1
1,1
1,1
0,2.53E-07
1,0.999988989
0,3.79E-08
1,1
0,0.002800757
1,1
0,1.32E-05
0,1.06E-20
1,0.999999999
1,1
0,1.88E-10
1,1
1,0.999994338
1,0.993586731
0,6.74E-12
0,5.01E-20
1,1
1,1
1,1
1,1
1,1
0,3.79E-08
0,1.18E-16
1,0.674523667
0,1.10E-14
0,6.13E-08
0,1.57E-16
0,2.92E-06
1,0.999999999
0,1.11E-09
1,1
0,1.34E-22
0,1.12E-05
1,1
0,4.92E-06
1,1
1,0.999999993
1,0.086102451
0,6.80E-17
0,2.65E-15
1,1
1,1
0,8.92E-04
0,2.53E-05
0,4.94E-05
0,3.54E-27
0,5.72E-17
1,0.997079302
1,1
1,0.999999884
0,5.32E-22
1,1
0,2.07E-06
1,1
0,2.59E-11
0,2.17E-12
1,0.999995878
0,2.31E-23
0,1.02E-10
1,1
0,1.20E-10
0,2.56E-16
1,0.999997082
1,1
0,2.64E-20
1,0.999999931
0,9.61E-24
1,1
0,1.60E-20
1,0.999999708
0,5.17E-05
0,4.21E-09
1,1
1,0.883595478
1,0.999999938
1,0.999993327
1,1
1,1
1,1
1,0.999999987
1,1
0,4.34E-12
1,0.999999436
0,4.26E-09
0,2.99E-17
1,1
1,0.996629834
0,0.005491524
0,1.61E-13
0,9.99E-07
0,4.34E-08
1,1
1,1
0,8.41E-12
0,1.51E-14
1,0.999999999
0,0.02080963
1,0.999999991
0,2.78E-14
0,6.43E-12
1,1
0,2.93E-07
0,9.75E-23
1,1
0,1.02E-14
1,1
1,0.999667767
1,1
1,0.999922618
1,1
0,1.43E-10
0,1.59E-07
1,0.999999959
0,2.18E-22
1,1
0,7.11E-05
1,1
0,0.005418645
1,0.929075028
1,0.999994469
0,4.12E-15
1,1
0,6.57E-05
0,1.88E-32
1,1
1,0.947525224
0,1.27E-08
0,3.25E-21
1,1
0,1.42E-18
1,1
0,2.72E-08
1,1
1,1
0,1.60E-16
1,0.999999996
1,0.999999992
0,5.32E-17
1,1
1,1
1,0.921305461
0,1.74E-07
1,1
0,0.034453612
1,0.999316018
1,0.999745482
1,0.999995513
1,1
0,0.015323803
1,0.999992761
1,0.999936509
1,0.999999527
1,0.999999999
0,4.40E-11
0,3.05E-11
1,1
1,0.999999988
0,0.05203305
0,5.69E-17
1,1
1,0.971536411
1,1
1,1
1,0.999999998
0,8.85E-07
0,1.35E-06
0,2.83E-14
1,1
1,1
1,1
0,1.24E-06
0,2.87E-21
0,5.50E-08
1,0.99999999
0,1.38E-15
1,0.999999765
1,1
0,4.93E-12
0,7.49E-07
0,7.78E-08
1,1
0,2.30E-17
1,0.98950763
0,6.25E-04
1,0.096463791
1,0.999999995
1,1
1,1
1,0.997186912
1,0.912650944
0,1.00E-11
0,6.30E-06
1,1
0,4.09E-18
1,1
1,1
0,4.60E-07
0,5.60E-17
1,0.999999999
1,1
1,0.999997646
0,1.63E-04
1,0.957688673
1,0.999999997
0,7.56E-05
1,0.999999985
1,1
0,1.25E-04
0,3.56E-20
1,0.999864649
1,1
1,1
0,1.31E-04
1,1
1,1
1,1
0,3.19E-07
1,1
1,0.999995648
1,1
1,1
0,1.01E-18
1,1
1,1
1,0.999999992
1,1
0,6.12E-17
1,1
0,9.27E-05
1,1
1,0.8254116
1,1
0,4.29E-09
1,1
1,0.997081888
1,0.999997795
1,1
0,1.00E-10
0,2.44E-08
1,1
0,9.03E-13
0,8.59E-21
0,1.20E-13
1,1
1,1
1,1
1,1
0,9.59E-13
1,1
0,2.32E-15
0,9.33E-07
1,1
1,0.999999984
0,5.31E-09
0,3.85E-18
0,1.34E-12
1,1
0,1.06E-12
0,1.58E-12
1,0.545817847
0,2.69E-08
0,1.00E-09
0,4.06E-18
0,4.09E-26
1,0.999998058
1,1
1,1
1,1
0,1.04E-15
1,0.986227928
1,1
0,3.99E-20
0,7.31E-16
1,0.399089071
0,3.95E-14
1,0.999994512
0,8.76E-11
0,5.33E-18
1,1
1,1
0,7.39E-08
0,9.89E-20
1,0.21892039
0,9.27E-12
0,1.57E-06
0,1.62E-18
1,0.999999996
1,1
1,0.999930792
1,1
1,1
0,1.56E-20
0,4.16E-05
0,5.59E-13
0,2.76E-20
1,0.999999857
1,1
0,5.67E-20
0,0.002978935
1,0.999963182
1,0.991896067
0,3.09E-05
0,6.84E-06
1,1
1,1
1,1
1,0.999998691
0,1.76E-14
0,4.04E-05
0,6.69E-10
1,1
0,2.08E-28
0,9.46E-10
1,0.999999994
1,0.999328788
0,0.002869192
1,1
1,0.999999929
1,1
0,3.48E-13
1,0.999957399
0,2.65E-06
1,0.999996095
0,0.012394138
1,1
1,1
1,1
1,0.999999996
1,0.999962622
1,1
0,1.53E-12
1,0.999999959
0,3.62E-15
0,7.59E-26
1,1
1,0.999990839
1,0.52277296
0,6.35E-20
1,1
1,0.999998413
1,0.941735476
1,0.99999967
1,0.999864535
0,0.00588005
1,1
1,1
0,3.26E-09
0,4.88E-10
1,0.999999958
1,0.999939299
1,1
0,6.61E-06
1,0.999990068
1,1
1,1
0,1.56E-25
1,0.999851365
1,1
1,1
0,3.54E-18
1,0.40746524
1,0.97394247
1,1
0,1.00E-07
0,1.45E-20
1,1
0,1.19E-10
0,9.84E-10
1,0.733900755
1,0.999999937
0,1.10E-09
1,1
0,1.46E-11
0,1.07E-16
0,3.29E-14
0,2.80E-20
0,0.027567181
0,3.51E-07
1,1
0,1.44E-20
0,2.92E-11
0,6.45E-15
1,1
0,1.37E-08
0,7.84E-15
1,1
1,0.999999944
0,2.99E-12
0,2.57E-08
0,7.18E-07
1,1
0,6.56E-07
1,0.995564286
1,0.999999974
0,3.43E-24
1,1
0,7.14E-17
1,0.999999993
0,2.06E-09
1,1
0,8.35E-06
1,0.999877807
1,0.999996829
0,2.29E-10
1,0.999999997
0,3.94E-07
1,0.999998381
1,1
1,0.059985839
1,0.348009537
1,1
1,1
1,1
0,2.23E-25
1,0.999999999
1,0.999999776
0,2.02E-05
0,2.09E-14
1,0.999999992
0,1.47E-19
0,1.92E-12
0,8.18E-21
1,0.999999998
1,0.999998642
0,1.02E-11
1,0.343628763
0,2.94E-15
0,3.15E-10
0,0.007316557
1,1
1,0.673752921
0,5.84E-10
0,3.72E-05
0,4.56E-22
0,2.54E-06
1,1
1,0.999984324
0,4.40E-05
1,0.970853348
1,1
1,1
0,0.029166997
0,2.58E-11
0,1.08E-17
1,1
1,1
0,2.78E-18
1,1
0,2.08E-13
1,1
1,1
0,6.72E-11
0,8.20E-16
0,5.83E-11
1,1
0,0.019847222
1,1
0,5.88E-20
0,1.21E-05
0,4.09E-18
0,3.32E-09
0,7.59E-30
0,2.31E-10
1,1
1,1
0,1.75E-04
1,0.999999996
0,1.58E-08
1,1
0,6.19E-14
1,1
1,0.999999171
0,4.97E-11
0,2.62E-07
1,1
1,0.121450446
0,5.72E-08
1,1
0,2.10E-12
1,1
1,0.072779209
0,1.30E-26
1,1
1,0.093800496
0,8.76E-20
0,3.15E-09
1,1
1,1
0,8.39E-27
0,6.77E-08
0,9.38E-14
1,0.99884209
1,1
1,0.999987807
1,0.999999996
0,2.00E-09
0,4.04E-23
0,1.23E-05
1,1
0,1.66E-08
0,1.59E-21
0,7.13E-08
1,0.99343902
1,1
1,0.998534681
1,1
0,4.17E-09
1,0.999999996
0,1.20E-33
0,5.96E-09
1,0.191594368
0,0.039408438
1,1
1,1
1,0.999999996
1,1
0,0.043859498
0,2.64E-12
0,2.56E-21
1,1
1,0.999973366
0,5.25E-24
0,3.04E-13
0,8.25E-10
0,1.72E-08
1,1
1,1
0,9.46E-06
1,0.99997615
0,2.84E-09
1,1
1,0.999999996
1,1
0,2.06E-10
1,1
1,1
1,0.999899252
0,5.50E-16
1,1
0,4.44E-22
0,1.06E-06
1,1
1,1
0,3.61E-06
1,1
0,1.40E-12
1,1
1,0.986250299
1,1
0,8.33E-04
0,5.78E-08
1,1
1,0.999999927
1,1
0,4.31E-18
0,4.34E-12
1,0.999998072
1,1
1,1
1,0.988280119
0,7.00E-22
0,6.66E-22
1,0.999999967
0,2.56E-28
1,0.076099079
1,1
1,1
1,0.999999964
1,1
0,5.46E-13
0,5.67E-13
1,1
1,1
0,1.65E-08
0,0.003113463
1,1
1,1
0,1.32E-13
1,1
0,0.033146226
0,9.74E-14
1,1
0,4.76E-19
0,5.99E-23
1,0.823119849
1,1
1,1
1,1
1,1
1,0.962910353
1,0.871232763
1,1
0,6.71E-16
0,9.23E-05
1,0.999995682
0,1.06E-04
1,1
0,2.24E-07
1,1
1,0.999768366
0,2.96E-22
1,0.999812971
1,1
1,1
0,8.49E-18
1,0.999999996
1,0.999999999
1,0.999999977
1,1
1,0.999999932
1,1
1,1
1,1
0,4.24E-07
1,1
1,1
0,6.49E-13
1,1
0,1.42E-11
0,2.88E-04
0,2.24E-18
1,0.999999999
0,1.28E-10
1,0.997584638
0,1.75E-23
0,9.98E-25
0,4.16E-23
1,1
1,0.99998061
0,0.014340799
0,5.11E-17
0,4.55E-24
0,1.99E-11
0,7.34E-21
0,0.002994687
0,5.15E-12
1,0.804012136
0,3.38E-19
0,1.57E-11
1,0.999999966
1,1
0,2.12E-17
0,9.42E-24
1,1
0,2.64E-22
0,2.19E-05
0,8.89E-07
1,0.998540383
0,2.52E-15
0,2.81E-23
1,0.999998275
1,0.310935295
0,5.09E-08
1,1
0,1.21E-06
0,1.24E-16
0,4.99E-25
0,0.009863299
1,1
0,3.11E-19
0,3.58E-11
0,7.49E-20
0,1.56E-05
0,2.79E-05
0,2.25E-25
0,0.004325793
1,1
1,0.198985485
0,2.71E-24
0,1.96E-08
0,5.90E-13
1,1
0,1.92E-10
0,9.50E-19
0,7.94E-07
1,1
0,4.61E-05
1,1
0,0.015070327
1,1
0,1.01E-19
1,0.992272747
1,1
0,1.05E-19
1,0.999999919
1,1
0,1.81E-16
0,4.05E-13
1,1
1,1
0,2.04E-18
1,1
0,9.56E-12
0,2.35E-19
1,0.99998389
1,1
1,1
1,1
0,4.49E-08
1,1
0,1.94E-22
1,1
0,1.69E-08
0,9.63E-04
0,3.43E-20
1,0.999999956
1,0.996799019
1,0.815650473
0,1.67E-11
0,3.06E-07
0,6.36E-16
0,7.40E-10
0,2.78E-13
0,3.55E-15
1,1
0,0.001471532
1,1
0,4.89E-04
0,2.42E-26
0,1.37E-05
0,0.028887039
0,2.57E-10
1,1
1,1
1,1
1,1
1,0.999999997
0,2.95E-07
0,1.38E-24
0,1.60E-08
1,1
0,2.67E-06
1,0.999999975
0,2.68E-14
1,0.999999989
1,1
0,8.38E-04
1,0.999999992
1,0.999999396
1,0.99999971
0,7.89E-20
1,1
0,1.71E-16
0,3.43E-05
1,1
0,9.46E-22
0,1.84E-08
1,1
1,0.999921077
1,1
1,1
1,0.999955725
0,2.61E-16
1,1
0,3.42E-10
1,1
0,1.10E-22
1,1
0,5.27E-14
1,0.99999997
0,2.53E-08
1,0.999999995
1,1
1,0.894310796
0,1.23E-23
0,5.84E-10
1,1
0,1.89E-15
1,1
0,3.72E-11
0,2.71E-18
1,0.999045226
1,0.974475143
0,2.38E-09
1,1
1,1
0,2.66E-21
0,1.72E-14
1,1
0,0.019431855
1,1
0,0.017682279
1,1
1,0.9998315
1,0.999999998
0,2.05E-16
0,3.59E-16
0,2.80E-22
1,0.999999991
1,1
1,1
0,2.05E-06
1,1
1,0.999999988
1,1
1,0.999991349
0,2.19E-12
0,6.23E-14
0,1.48E-30
1,1
0,3.90E-18
0,3.57E-04
0,7.90E-30
0,2.23E-07
1,1
1,0.999999906
0,2.39E-15
0,1.22E-06
1,1
0,1.22E-18
0,2.09E-09
1,0.99999986
1,0.999999991
0,1.36E-14
1,0.931594369
1,0.970616066
0,3.44E-23
0,1.67E-17
1,1
0,8.11E-06
0,5.67E-15
0,7.97E-12
0,9.77E-13
1,1
0,3.31E-19
0,8.53E-10
1,1
0,5.62E-09
1,1
1,1
1,1
0,5.70E-05
0,1.16E-23
0,5.27E-12
1,1
1,1
1,1
0,1.75E-07
0,1.06E-10
0,5.17E-08
0,7.41E-23
1,1
1,1
1,1
0,4.37E-21
1,1
0,1.11E-24
1,1
1,1
0,2.22E-13
1,1
0,0.021216217
1,0.998951456
0,8.27E-10
0,1.24E-18
1,0.101390878
0,8.83E-10
0,3.01E-17
1,1
1,1
1,1
0,5.28E-10
0,0.020596477
1,1
1,0.196620396
1,0.999999999
1,1
0,6.05E-19
1,0.999999245
0,2.25E-04
1,0.999999976
0,3.95E-15
1,0.990667809
0,9.06E-18
0,6.30E-09
1,0.999999999
1,1
1,1
0,2.80E-05
0,3.27E-19
1,1
1,1
1,1
0,2.30E-11
0,1.73E-04
1,0.984248872
0,2.27E-11
0,5.60E-08
1,0.335780618
1,0.999996699
0,5.57E-13
1,1
1,1
1,1
0,4.17E-04
1,1
1,1
1,0.99999946
0,1.55E-07
0,1.93E-08
0,3.91E-18
1,1
0,3.33E-05
1,1
0,5.76E-06
1,1
0,2.98E-06
1,1
1,0.999727003
0,2.78E-09
0,6.74E-16
0,1.32E-10
1,1
1,1
0,3.83E-11
0,0.040705925
0,5.72E-20
1,1
0,1.43E-15
1,1
1,1
0,6.51E-14
1,0.999890105
1,1
1,1
1,1
1,1
0,6.72E-17
1,0.999999734
0,2.88E-17
0,5.84E-07
0,3.21E-10
0,6.79E-06
1,1
0,1.40E-19
0,4.66E-10
1,1
1,1
1,0.999999996
0,4.48E-15
0,1.43E-19
1,0.999999796
1,1
0,1.30E-07
0,8.24E-20
0,1.43E-12
1,1
1,1
0,4.56E-11
1,1
1,1
1,1
0,7.12E-17
1,0.834006392
1,1
0,1.28E-14
1,0.298841287
0,3.64E-12
0,1.67E-04
1,0.999999666
0,9.43E-09
1,1
1,1
0,3.05E-07
0,7.57E-17
1,0.999999999
1,1
0,1.19E-13
1,0.983936906
1,1
0,0.012390511
0,5.75E-05
1,0.999999999
0,3.30E-27
1,0.999999998
0,1.41E-12
1,0.999999878
1,1
1,0.999999472
1,1
1,0.99988039
1,1
0,7.45E-05
1,1
1,0.999996874
1,1
0,1.95E-08
0,0.001105209
0,1.94E-25
0,2.13E-11
0,1.78E-04
0,0.01469049
0,5.98E-11
1,0.999999828
1,1
1,1
1,1
0,3.28E-08
1,0.135713828
1,0.999939378
1,0.999998532
1,1
1,1
0,5.58E-13
1,1
1,1
0,6.56E-08
0,0.007930638
1,0.999999823
1,1
0,6.26E-24
1,0.999777231
0,9.19E-24
1,1
1,0.999998361
1,0.999999932
1,0.999999996
0,1.43E-11
0,4.68E-12
1,0.999997897
0,5.00E-06
0,6.41E-08
0,1.26E-12
0,7.36E-20
1,1
0,1.02E-11
1,0.956192136
0,2.18E-14
1,1
0,3.82E-20
1,0.99999995
0,8.89E-11
0,1.63E-04
0,3.03E-09
0,5.77E-09
0,7.17E-05
1,0.612069005
0,4.17E-06
1,0.918284287
1,0.983637219
0,6.45E-09
1,1
0,2.36E-10
1,1
0,0.039108621
0,1.50E-20
0,2.29E-26
1,0.999999953
0,9.19E-10
1,0.999987105
0,3.16E-12
1,1
1,0.999936028
0,4.60E-15
1,0.99999996
1,0.999999659
0,2.86E-09
1,1
1,1
1,1
0,1.52E-15
1,1
1,1
0,1.78E-07
1,1
0,6.66E-06
1,0.901226591
0,5.36E-20
1,0.999997024
1,1
0,1.56E-12
1,1
1,1
1,1
1,1
1,1
1,0.999996239
1,1
1,1
1,1
1,1
0,4.28E-19
0,2.54E-10
0,3.95E-13
1,1
1,1
0,9.65E-19
0,3.07E-13
1,0.295388522
0,6.67E-06
0,1.10E-07
0,0.005407417
1,0.994141412
0,3.85E-09
0,1.69E-26
1,1
0,1.33E-04
1,1
0,1.64E-06
0,1.22E-17
0,1.81E-12
1,0.999999226
1,1
1,1
0,0.004250234
1,0.863004763
0,6.68E-18
1,0.772215938
1,1
1,1
0,3.60E-16
0,1.47E-18
0,2.64E-29
0,2.35E-17
1,1
1,1
1,0.999880819
1,0.999997448
0,2.82E-15
1,0.999999999
0,9.97E-08
0,7.65E-06
0,5.08E-09
1,1
1,0.457620942
0,7.02E-05
0,4.81E-08
0,1.67E-05
1,1
1,0.999974793
0,1.35E-07
1,1
1,0.999806855
0,1.89E-14
0,3.46E-13
1,0.999999858
0,2.18E-12
1,0.999999993
1,1
1,0.999435251
1,1
0,1.30E-08
0,6.88E-14
0,2.14E-15
0,1.04E-10
1,1
1,0.999974471
0,0.002353148
0,2.49E-07
1,0.999999953
0,2.01E-06
1,1
0,5.40E-18
1,0.114424872
0,1.97E-13
0,3.40E-11
0,2.70E-20
0,1.75E-19
1,1
0,2.42E-19
1,1
1,1
0,4.86E-14
0,5.63E-10
1,1
1,0.999747099
0,3.94E-15
0,4.66E-04
1,0.815269744
1,1
1,1
0,9.33E-23
1,0.999975767
1,1
1,1
1,0.999597957
0,0.00937645
0,0.010747048
1,1
0,2.62E-18
1,1
1,1
1,0.755311995
1,0.999999964
1,1
1,1
1,1
0,8.07E-06
1,1
1,0.297557092
1,0.996159404
0,3.95E-06
1,1
0,2.05E-14
0,4.82E-12
0,2.18E-15
0,0.007665789
1,0.997632898
1,0.132512337
0,4.13E-12
1,0.999978802
1,1
0,4.36E-10
1,0.999999998
1,1
0,1.12E-18
0,1.11E-06
0,3.16E-14
1,0.999998657
1,1
1,0.999999963
1,1
0,7.18E-05
0,1.47E-22
0,0.026619855
1,1
1,0.999999938
0,1.37E-12
0,1.81E-10
1,1
0,3.33E-10
0,4.81E-09
1,0.906163251
0,1.31E-06
0,1.36E-20
0,9.88E-05
1,0.999999817
0,5.09E-10
0,6.30E-11
1,0.999986777
1,1
0,4.47E-09
0,9.13E-11
0,0.047996448
1,1
1,1
1,1
0,1.46E-18
1,1
0,2.44E-11
1,1
1,0.999999904
0,1.75E-09
0,3.74E-10
0,3.94E-13
1,0.999999997
1,1
0,6.23E-11
1,1
1,0.999254294
1,1
0,2.27E-14
1,1
1,1
1,1
1,0.999999991
1,0.999999984
0,1.60E-09
1,1
1,1
0,1.07E-21
1,0.999312098
0,9.59E-16
0,7.25E-12
1,0.565855889
0,4.53E-04
0,2.92E-08
0,1.41E-13
0,2.65E-12
1,0.999999997
0,0.001841541
0,3.63E-10
0,3.70E-10
1,0.996068791
1,1
1,0.999692953
1,1
1,0.99999989
0,7.97E-08
0,4.04E-28
1,1
0,4.96E-16
0,8.07E-15
1,1
0,1.37E-17
0,3.93E-21
1,1
0,7.46E-10
0,7.26E-10
1,0.492704074
0,0.007064209
0,1.23E-16
1,0.917929614
1,0.980235323
1,1
1,1
0,3.51E-10
1,1
0,7.41E-07
0,3.64E-13
1,1
1,1
0,1.88E-12
1,1
1,0.999999993
1,0.998775473
1,1
0,8.43E-17
0,2.41E-21
0,1.08E-07
1,1
1,1
0,0.002866745
1,1
1,0.858690223
1,0.999999984
0,6.30E-10
1,1
0,0.018430328
1,1
1,0.980929889
1,0.135366991
1,0.713881406
1,1
1,1
1,1
1,0.999999985
0,8.05E-14
0,1.00E-07
0,6.43E-22
0,1.17E-19
1,0.997629268
0,3.61E-10
0,3.01E-22
1,1
0,9.48E-14
1,1
0,2.62E-19
1,1
0,1.25E-14
0,5.73E-08
0,0.001996813
0,7.07E-14
1,1
0,4.57E-22
1,1
1,0.999640232
0,3.00E-11
1,0.999998921
0,9.22E-17
0,4.28E-20
0,1.00E-15
1,0.999985788
1,0.998474264
0,5.33E-05
1,1
1,0.999989359
1,0.996770714
0,1.78E-06
1,0.857704479
1,1
0,5.44E-14
1,0.995411796
1,1
0,2.09E-19
0,4.67E-18
1,1
0,5.52E-04
1,0.999999932
0,7.78E-11
0,1.08E-24
1,0.971506941
0,2.96E-09
0,0.009291937
0,1.63E-04
0,4.75E-08
1,0.720134078
1,0.999623337
0,7.39E-18
1,1
1,0.224492757
1,1
1,0.999998713
1,1
0,4.40E-05
1,0.999999365
0,9.10E-17
0,1.40E-09
0,1.64E-04
1,1
0,0.023929734
1,0.940792725
1,1
1,1
1,1
0,7.04E-15
1,0.137165053
0,1.35E-19
1,1
0,2.78E-07
1,0.999999969
1,1
1,0.988680241
0,8.42E-08
0,1.41E-11
0,0.001471434
1,1
0,2.50E-09
0,1.65E-29
1,1
0,6.29E-07
1,1
0,1.72E-13
0,0.001677124
1,1
0,3.13E-07
1,1
1,0.999997621
0,9.69E-08
1,1
0,3.05E-05
1,0.991602071
0,6.55E-19
0,1.31E-08
1,1
0,2.40E-07
0,1.50E-05
0,1.33E-17
1,1
1,1
0,2.11E-08
0,2.56E-25
0,6.04E-20
0,8.83E-05
0,3.17E-12
0,1.66E-10
1,0.959024095
1,1
0,1.17E-08
1,1
1,0.999999923
0,1.03E-26
0,1.07E-11
0,4.02E-26
0,0.002460988
1,1
1,1
0,6.75E-20
1,1
0,4.44E-12
1,1
1,0.999999999
0,1.91E-12
0,4.44E-14
1,0.999999967
1,0.999999918
0,1.04E-06
0,3.09E-12
0,3.53E-10
0,5.29E-19
1,1
1,1
0,1.36E-20
1,1
0,3.10E-30
1,0.999999953
1,1
0,1.17E-06
1,1
1,1
1,1
1,1
0,4.37E-04
1,1
0,1.37E-14
1,1
1,1
1,1
1,0.999999999
0,4.44E-07
1,0.999999967
1,0.999999996
1,0.907418859
0,1.36E-07
0,9.70E-10
1,0.878825928
1,1
0,3.24E-05
0,2.12E-16
0,1.36E-04
1,1
1,0.999971143
1,1
1,0.574132427
1,1
0,2.39E-12
1,1
1,1
1,1
0,1.11E-04
0,1.99E-18
1,1
1,1
0,1.32E-19
0,3.86E-11
0,7.23E-17
0,1.51E-04
1,1
1,0.999999999
1,1
1,0.525196246
0,0.004892171
0,6.30E-14
0,4.98E-06
0,2.66E-20
1,1
0,7.46E-14
1,0.999998699
0,4.43E-11
0,3.19E-05
1,0.402459742
0,2.01E-22
0,3.16E-13
1,0.999324134
1,0.976654187
0,5.10E-10
1,1
1,1
1,0.999999995
1,1
0,5.23E-05
1,1
1,0.999999406
1,1
0,5.19E-04
1,0.999975485
1,0.960970183
0,2.82E-08
1,0.999997699
1,1
0,5.53E-05
1,0.996651459
0,3.26E-21
0,0.004950709
1,1
1,1
0,2.78E-08
0,5.89E-20
1,1
1,1
0,3.05E-10
1,0.534482799
0,5.08E-15
1,1
0,2.02E-22
0,1.01E-21
1,1
1,0.999999625
0,1.70E-27
0,9.50E-17
1,0.082916269
1,1
1,0.999999999
0,1.39E-13
0,5.41E-08
0,5.97E-13
1,1
0,2.42E-19
0,1.73E-09
0,1.31E-17
0,1.78E-11
1,0.699948714
1,1
1,1
1,1
1,1
1,1
0,2.01E-28
1,1
0,6.05E-17
1,1
1,0.711743707
1,0.309579164
0,0.005475893
0,5.46E-14
0,1.15E-07
1,1
1,1
0,1.20E-18
1,1
0,1.03E-16
0,8.11E-04
1,1
1,0.999999998
1,1
0,1.43E-07
0,1.62E-11
1,1
1,1
0,3.19E-14
0,5.59E-06
1,1
0,0.002242575
0,1.71E-05
1,1
0,1.01E-12
1,0.999999978
0,2.08E-08
1,1
0,5.96E-14
0,1.81E-05
1,1
0,1.43E-15
1,0.999801209
0,3.37E-10
0,3.92E-21
1,0.999999788
1,1
1,0.999999999
1,1
1,1
1,1
1,0.185552182
