test_id,is_female_rf,is_female_drf_h2o,is_female_more_epoch_nn,more-nn,is_female
1356,0.18,0.151558488,1.26E-14,0.001159155,0.110519496
1357,0.985,0.979838938,1,0.996287978,0.988279646
1358,0.01,0.019299938,4.10E-12,0.005100811,0.009766646
1359,0.945,0.906753466,1,0.996226172,0.950584489
1360,0.655,0.701239154,0.162603695,0.593064832,0.50628095
1361,0.935,0.959546481,1,0.987891756,0.964848827
1362,0.975,0.953724322,1,0.998792818,0.976241441
1363,0.97,0.988495408,1,0.99733759,0.986165136
1364,0.055,0.05378059,1.06E-27,7.57E-04,0.036260197
1365,0.39,0.468620849,0.997743937,0.771608074,0.618788262
1366,0.84,0.847038211,0.999999966,0.940475671,0.895679392
1367,0.175,0.095476975,6.48E-10,0.008506609,0.090158992
1368,0.935,0.940877297,1,0.999547257,0.958625766
1369,0.8,0.804559511,0.999776328,0.783078938,0.868111946
1370,0.885,0.950809172,1,0.981517705,0.945269724
1371,0.06,0.046897195,3.18E-09,0.026795621,0.0356324
1372,0.6,0.550506808,5.28E-05,0.850043005,0.383519884
1373,0.865,0.930326767,1,0.997448639,0.931775589
1374,0.77,0.799974543,0.905155621,0.639324911,0.825043388
1375,0.265,0.141653177,3.97E-14,0.053500901,0.135551059
1376,0.885,0.912663376,1,0.962572755,0.932554459
1377,0.885,0.924977847,1,0.973275458,0.936659282
1378,0.865,0.912663376,1,0.999012627,0.925887792
1379,0.94,0.953724322,1,0.999233546,0.964574774
1380,0.975,0.988495408,1,0.999251423,0.987831803
1381,0.935,0.965357808,0.999828617,0.995463644,0.966728808
1382,0.57,0.647715346,1,0.920911139,0.739238449
1383,0.04,0.030830364,2.88E-15,9.69E-05,0.023610121
1384,0.87,0.906753466,1,0.979623941,0.925584489
1385,0.99,0.99425303,1,0.999938903,0.99475101
1386,0.075,0.081632296,1.50E-16,0.001211676,0.052210765
1387,1,1,1,0.999992184,1
1388,0.015,0.007896738,6.11E-14,0.003345071,0.007632246
1389,0.995,1,1,0.999041388,0.998333333
1390,0.875,0.88474033,0.999999996,0.795954145,0.919913442
1391,0.005,0.007732399,8.34E-15,9.42E-04,0.004244133
1392,0.26,0.195790847,3.79E-09,0.061049108,0.151930284
1393,0.98,0.982727105,1,0.985425461,0.987575702
1394,0.08,0.038496784,4.88E-14,0.001244046,0.039498928
1395,0.095,0.061690737,1.09E-17,2.07E-04,0.052230246
1396,0.63,0.711595257,0.999999757,0.796717934,0.780531671
1397,0.995,0.99425303,1,0.999489566,0.996417677
1398,0.965,0.971158335,1,0.999994079,0.978719445
1399,0.515,0.412669845,0.969621694,0.576485552,0.632430513
1400,0.055,0.09186702,3.63E-12,7.18E-04,0.048955673
1401,0.515,0.635257254,0.004156113,0.80993393,0.384804456
1402,0.93,0.918562208,0.999999969,0.696050216,0.949520726
1403,0.925,0.959546481,1,0.999978945,0.961515494
1404,0.945,0.965357808,0.999999984,0.995331235,0.970119264
1405,0.805,0.761509568,0.733928883,0.865375357,0.766812817
1406,0.16,0.136690085,1.10E-15,0.025808534,0.098896695
1407,0.025,0.007732399,5.13E-15,4.84E-04,0.0109108
1408,0.985,0.971158335,1,0.996507801,0.985386112
1409,0.865,0.924449995,1,0.999882801,0.929816665
1410,0.47,0.523988233,2.60E-09,3.21E-04,0.331329412
1411,0.49,0.443149438,0.005294171,0.8327039,0.312814536
1412,0.03,0,9.25E-09,0.001773842,0.010000003
1413,0.035,0.039018898,4.66E-09,0.001091904,0.024672968
1414,0.265,0.17374421,7.75E-15,0.029295863,0.14624807
1415,0.995,0.99425303,1,0.999983421,0.996417677
1416,0.99,1,1,0.99989131,0.996666667
1417,0.72,0.742881859,0.999990635,0.77993745,0.820957498
1418,0,0,1.32E-22,5.51E-05,4.38E-23
1419,0.305,0.229868929,1.38E-05,0.243254877,0.178294256
1420,0.16,0.151843806,0.211970572,0.005178978,0.174604793
1421,0.675,0.739766768,0.999999999,0.986324741,0.804922256
1422,0.025,0.030830364,2.45E-11,1.41E-06,0.018610121
1423,0.84,0.810662604,1,0.720557668,0.883554201
1424,0.785,0.804559511,0.999957507,0.604133918,0.86317234
1425,0.17,0.17374421,7.26E-06,3.15E-04,0.114583824
1426,0.565,0.64168722,1,0.840608799,0.735562407
1427,0.04,0.057591364,6.40E-16,0.001333158,0.032530455
1428,0.995,0.988495408,1,0.999996841,0.994498469
1429,0.075,0.053942834,1.63E-07,0.001397939,0.042980999
1430,1,1,1,0.999947794,1
1431,0.15,0.091706492,1.87E-11,0.021725349,0.080568831
1432,0.905,0.959546481,0.999882591,0.998581794,0.954809691
1433,0.815,0.924646065,0.999997128,0.776330063,0.913214397
1434,0.34,0.353876323,1.11E-05,0.073619757,0.231295798
1435,0.24,0.268291747,0.999980424,3.14E-04,0.50275739
1436,0.98,0.988495408,1,0.979206981,0.989498469
1437,0.99,1,1,0.99999064,0.996666667
1438,0.085,0.039172447,1.71E-14,0.009493119,0.041390816
1439,0.975,0.94204739,0.999999999,0.998242049,0.972349129
1440,0.095,0.030830364,2.48E-14,0.016423658,0.041943455
1441,0.195,0.188457341,1.38E-11,3.58E-05,0.127819114
1442,0.255,0.239472062,1.46E-05,0.168802541,0.164828875
1443,1,1,1,0.999212828,1
1444,0.78,0.787203996,0.999999997,0.999942832,0.855734665
1445,0.785,0.721344763,0.999999961,0.919473373,0.835448241
1446,0.02,0.007732399,1.43E-04,0.02139602,0.009291812
1447,0.915,0.918562208,0.999997388,0.761008289,0.944519865
1448,0.595,0.625588656,0.796567461,0.710835811,0.672385372
1449,0.125,0.095476975,1.84E-22,0.015660045,0.073492325
1450,0.11,0.06139808,8.49E-15,0.008889719,0.057132693
1451,1,1,1,0.999879771,1
1452,0.4,0.408886495,1.76E-18,5.16E-04,0.269628832
1453,0.395,0.296874005,5.13E-11,0.027646751,0.230624668
1454,0.065,0.071529532,6.44E-07,0.008457132,0.045510059
1455,1,0.99425303,1,0.999999587,0.998084343
1456,0.8,0.761509568,1,0.987623812,0.853836523
1457,0.75,0.804638847,0.999994737,0.764693866,0.851544528
1458,0.57,0.656108741,0.576225338,0.699682334,0.600778026
1459,0.965,0.971158335,1,0.992502048,0.978719445
1460,0.285,0.361495192,6.36E-09,0.19731709,0.215498399
1461,0.05,0.060129625,4.83E-16,2.50E-05,0.036709875
1462,0.96,0.953724322,1,0.999979892,0.971241441
1463,0.49,0.510649554,0.999999976,0.66607501,0.666883177
1464,0.045,0.030318686,1.11E-05,0.028420931,0.025109942
1465,0.98,0.953724322,1,0.966464196,0.977908107
1466,0,0,3.02E-16,3.35E-05,1.01E-16
1467,0.97,0.988495408,1,0.999319695,0.986165136
1468,0.995,0.99425303,0.99997022,0.991887247,0.99640775
1469,0.495,0.575255577,0.999532712,0.626488228,0.68992943
1470,0.025,0.041048619,6.16E-19,4.20E-04,0.022016206
1471,0.93,0.933261032,1,0.999991673,0.954420344
1472,0.065,0.03099365,2.79E-10,0.022481951,0.031997883
1473,1,0.958382917,0.999897394,0.988864591,0.986093437
1474,0.74,0.616883264,2.88E-06,0.824129782,0.452295383
1475,0.01,0.039043759,3.90E-08,0.007048508,0.016347933
1476,0.49,0.40199221,0.439054349,0.001092569,0.443682186
1477,0.915,0.944970709,0.999999998,0.959115099,0.953323569
1478,0.08,0.047245509,2.07E-06,0.013573828,0.04241586
1479,0.805,0.766321463,0.999999999,0.911440209,0.857107154
1480,0.995,1,1,0.993285499,0.998333333
1481,0.11,0.111591031,6.07E-16,0.004145367,0.073863677
1482,0.185,0.246699404,2.36E-11,0.461187378,0.143899801
1483,0.055,0.038496784,1.16E-09,2.26E-04,0.031165595
1484,0.985,0.97694809,1,0.998652706,0.98731603
1485,0.075,0.155265823,7.27E-10,0.001165369,0.076755275
1486,0.1,0.06139808,4.94E-12,7.09E-04,0.05379936
1487,0.915,0.959546481,1,0.787943131,0.95818216
1488,0.99,0.985612593,1,0.99953714,0.991870864
1489,0.98,1,1,0.999891269,0.993333333
1490,0.805,0.748396697,1,0.990350928,0.851132232
1491,0.975,1,1,0.999954278,0.991666667
1492,0.845,0.906753466,1,0.991563104,0.917251155
1493,0.75,0.681062311,1,0.447316315,0.810354104
1494,0.145,0.091706492,3.54E-12,1.05E-05,0.078902164
1495,0.895,0.950079959,0.9917096,0.762570765,0.94559652
1496,0.115,0.084153518,1.00E-04,0.121942966,0.066417909
1497,0.99,1,1,0.996400677,0.996666667
1498,0.035,0.084153518,5.73E-13,0.003854236,0.039717839
1499,0.055,0.038496784,3.41E-11,0.001282508,0.031165595
1500,0.995,0.988495408,1,0.966129971,0.994498469
1501,1,0.99425303,1,0.999438354,0.998084343
1502,0.965,0.955666247,0.999999997,0.985568143,0.973555415
1503,0.19,0.158969264,5.26E-14,5.02E-04,0.116323088
1504,0.98,0.988495408,1,0.999998732,0.989498469
1505,0.925,0.911186938,0.996699513,0.995193271,0.944295484
1506,0.1,0.114269611,4.16E-11,3.51E-04,0.071423204
1507,0.49,0.505259202,0.999906607,0.803152563,0.66505527
1508,0.315,0.391239928,0.204851608,0.094894683,0.303697179
1509,0.245,0.374274666,7.09E-15,1.41E-04,0.206424889
1510,0.98,0.965357808,0.99999829,0.995436239,0.981785366
1511,0.1,0.144132111,1.48E-10,0.007279952,0.081377371
1512,0.02,0.024429143,1.33E-13,5.70E-04,0.014809714
1513,0.04,0.051056121,1.65E-14,0.001057866,0.03035204
1514,0.54,0.576815764,1,0.944067084,0.705605255
1515,0.585,0.548641995,0.999998669,0.238613465,0.711213555
1516,0.15,0.188457341,0.005312301,0.073554589,0.114589881
1517,0.92,0.888956963,1,0.99836638,0.936318988
1518,1,0.988495408,1,0.998451194,0.996165136
1519,0.965,0.988495408,1,0.999939452,0.984498469
1520,0.95,0.982727105,0.99999478,0.933712884,0.977573962
1521,0.13,0.091706492,1.23E-11,0.00110715,0.073902164
1522,0.24,0.272773301,0.016933991,0.027434262,0.176569097
1523,0.445,0.346186516,0.001257769,0.838617263,0.264148095
1524,0.24,0.139172502,7.96E-05,0.919386266,0.126417358
1525,0.17,0.204062465,1.86E-12,0.096392816,0.124687488
1526,0.385,0.398406249,0.942171331,0.815230239,0.575192527
1527,0.95,0.953724322,1,0.998384903,0.967908107
1528,0.085,0.099243465,2.94E-15,0.003318427,0.061414488
1529,0.28,0.300229582,0.999843806,0.051994257,0.526691129
1530,0.965,0.97694809,0.999999999,0.886324218,0.980649363
1531,0.015,0.015448224,1.54E-17,5.18E-04,0.010149408
1532,0.25119229,0.345797505,2.35E-06,0.006029218,0.198997382
1533,0.785,0.847038211,1,0.619740948,0.87734607
1534,0.125,0.084153518,9.81E-17,7.13E-05,0.069717839
1535,0.03,0.038496784,1.36E-10,9.56E-04,0.022832262
1536,0.87,0.894900291,1,0.997758051,0.92163343
1537,0.06,0.084153518,6.54E-14,0.002370362,0.048051173
1538,0.495,0.478193115,0.093649974,0.159018506,0.355614363
1539,0.86,0.883002433,1,0.999940131,0.914334144
1540,0.07,0.039868657,9.37E-24,0.001109326,0.036622886
1541,0.4,0.422633242,0.039709974,0.060842436,0.287447739
1542,0.955,0.94204739,0.999999999,0.997971931,0.965682463
1543,0.99,0.988495408,1,0.998355263,0.992831803
1544,0.545,0.532781526,0.999742286,0.463938,0.692507937
1545,0.435,0.393700587,0.013354329,0.771546505,0.280684972
1546,0.025,0.023147528,1.30E-21,8.56E-07,0.016049176
1547,1,1,1,0.999301183,1
1548,0.965,0.982727105,1,0.99985764,0.982575702
1549,0.99,0.982727105,1,0.999999421,0.990909035
1550,0.995,0.971158335,1,0.99998316,0.988719445
1551,0.34,0.429485789,1.31E-05,0.011724594,0.256499636
1552,0.47,0.436324506,4.48E-09,0.243096507,0.30210817
1553,0.955,0.971158335,1,0.999969387,0.975386112
1554,0.915,0.947891302,1,0.999998277,0.954297101
1555,0.87,0.918562208,1,0.894910769,0.929520736
1556,0.98,0.959546481,1,0.994710923,0.979848827
1557,0.955,0.959546481,0.999999999,0.999071641,0.971515493
1558,0.055,0.091706492,1.07E-08,1.10E-05,0.048902168
1559,0.985,1,1,0.997527194,0.995
1560,0.995,1,1,0.97257206,0.998333333
1561,0.04,0.046146843,9.71E-25,8.03E-04,0.028715614
1562,0.105,0.091706492,1.54E-24,1.23E-04,0.065568831
1563,0.085,0.068999364,1.24E-04,0.002879383,0.051374502
1564,0.995,1,1,0.999778961,0.998333333
1565,0.965,0.982727105,1,0.998528875,0.982575702
1566,1,1,1,0.991846433,1
1567,0.055,0.030830364,2.05E-18,6.88E-06,0.028610121
1568,0.03,0.023147528,1.22E-09,0.001566111,0.017715843
1569,0.67,0.616970432,0.999715109,0.735282917,0.762228514
1570,0.92,0.927389756,1,0.999349922,0.949129919
1571,0.065,0.114429122,3.25E-10,0.070260264,0.059809707
1572,0.14,0.091706492,3.49E-07,0.005035686,0.077235614
1573,0.995,1,1,0.989578801,0.998333333
1574,0.85,0.848544885,0.999998811,0.842805397,0.899514565
1575,0.15,0.123254842,7.47E-05,0.217198949,0.091109847
1576,0.07,0.038496784,4.48E-14,0.00920548,0.036165595
1577,1,1,1,0.999652834,1
1578,0.715,0.647629684,0.844960163,0.532009986,0.735863282
1579,0.175,0.198999821,0.975858255,0.111263874,0.449952692
1580,0.425,0.490541402,0.979832439,0.673761471,0.63179128
1581,0.83,0.833950399,0.999999998,0.998222683,0.887983465
1582,0.3,0.206762417,0.002735901,0.050496241,0.169832772
1583,0.005,0.023147528,1.72E-19,2.04E-06,0.009382509
1584,1,1,1,0.999918295,1
1585,0.22,0.177428273,0.015245567,5.65E-04,0.137557947
1586,0.78,0.828902271,1,0.99994623,0.86963409
1587,0.33,0.399937638,1.73E-04,0.524989462,0.243370137
1588,0.415,0.449960623,0.007983115,0.426796948,0.290981246
1589,0,0.015448224,6.04E-24,1.69E-05,0.005149408
1590,0.86,0.84402272,0.99880344,0.862668587,0.900942053
1591,0.935,0.959546481,1,0.99998366,0.964848827
1592,0.97,0.971158335,1,0.999999845,0.980386112
1593,0.57,0.543896914,0.999999658,0.939872535,0.704632191
1594,0.935,0.99425303,1,0.803332753,0.976417677
1595,0.09,0.151558488,7.71E-22,0.002533176,0.080519496
1596,0.015,0.018016491,5.29E-25,1.03E-07,0.011005497
1597,0.73,0.743919556,0.984089453,0.907266972,0.819336336
1598,0.03,0.06139808,2.78E-09,2.19E-06,0.030466028
1599,1,0.99425303,1,0.998711454,0.998084343
1600,0.255,0.268291747,1.94E-09,0.122634694,0.174430583
1601,0.67,0.624446595,5.50E-08,0.314487892,0.431482217
1602,0.98,0.947891302,1,0.999445299,0.975963767
1603,0.995,0.971158335,1,0.980879013,0.988719445
1604,0.985,0.991375552,1,0.998131257,0.992125184
1605,0.035,0.05378059,0.569138465,0.007183872,0.219306352
1606,0.505,0.52415463,0.99986073,0.453524979,0.676338454
1607,0.97,0.982727105,1,0.999836525,0.984242368
1608,0.985,0.971158335,1,0.999547717,0.985386112
1609,0.455,0.462694694,0.00294074,0.297688968,0.306878478
1610,0.565,0.550506808,0.999999968,0.786434888,0.705168925
1611,0.88,0.847640966,1,0.995293126,0.909213655
1612,1,1,1,0.999931383,1
1613,0.995,0.99425303,1,0.999883896,0.996417677
1614,0.22,0.296874005,4.82E-07,0.004575848,0.172291496
1615,1,1,1,0.99965593,1
1616,0.945,0.971158335,1,0.995390987,0.972052778
1617,0.025,0.084153518,3.63E-16,2.16E-06,0.036384506
1618,0.38,0.36033105,0.960770685,0.595217636,0.567033912
1619,0.77852342,0.68856244,0.696000787,0.011942439,0.721028882
1620,0.965,0.988495408,1,0.987072668,0.984498469
1621,0.7,0.721012991,0.14525692,0.795810858,0.52208997
1622,0.775,0.86164432,0.999994894,0.783397331,0.878879738
1623,0.51,0.561494205,1.47E-12,0.358494776,0.357164735
1624,0.18,0.129232359,6.26E-13,0.001612857,0.103077453
1625,0.085,0.125497594,2.08E-22,6.99E-05,0.070165865
1626,0.13,0.121758885,1.83E-16,0.021410432,0.083919628
1627,1,0.99425303,1,0.997382035,0.998084343
1628,0.96,0.988495408,1,0.999026331,0.982831803
1629,0.995,0.974054557,1,0.999894172,0.989684852
1630,0.04,0.076584493,1.97E-20,6.01E-06,0.038861498
1631,0.055,0.046146843,3.36E-19,0.217719145,0.033715614
1632,0.04,0.046146843,8.06E-16,0.014346019,0.028715614
1633,0.03,0.046146843,1.33E-10,0.017206185,0.025382281
1634,0.015,0,1.88E-10,0.002033726,0.005
1635,0.16,0.194569661,0.001613193,0.179214062,0.118727618
1636,0.49,0.473828866,2.15E-06,0.662640815,0.321277005
1637,0.045,0.023147528,4.59E-19,1.26E-05,0.022715843
1638,0.055,0.084153518,3.68E-13,4.37E-04,0.046384506
1639,0.095,0.121758885,1.45E-09,1.96E-04,0.072252962
1640,0.095,0.106764488,9.74E-16,1.09E-04,0.067254829
1641,0.88,0.939121339,1,0.993314258,0.939707113
1642,0.11,0.106764488,7.16E-07,0.062352889,0.072255068
1643,0,0.008091642,2.20E-12,0.001872328,0.002697214
1644,0.015,0,3.80E-12,1.25E-04,0.005
1645,0.17,0.144132111,1.17E-12,0.082019837,0.104710704
1646,1,1,0.999999999,0.999849008,1
1647,0.105,0.129232359,2.67E-13,4.67E-04,0.078077453
1648,0.97,0.953724322,1,0.979238793,0.974574774
1649,0.765,0.780030229,0.998085342,0.898973518,0.84770519
1650,0,0,2.33E-19,2.92E-05,7.76E-20
1651,0.045,0.030830364,6.97E-14,1.40E-04,0.025276788
1652,0.5,0.531475746,0.76252212,0.750875596,0.597999289
1653,0.045,0.061905336,1.69E-17,0.001017968,0.035635112
1654,0.435,0.540035076,1.30E-09,0.005804443,0.325011693
1655,0.04,0.030830364,8.33E-26,0.036488681,0.023610121
1656,0.02,0.015448224,4.71E-08,5.83E-04,0.01181609
1657,0.25,0.144132111,3.83E-11,7.46E-04,0.131377371
1658,0.99,0.99425303,1,0.994890784,0.99475101
1659,0.955,0.959546481,1,0.999860221,0.971515494
1660,0.755,0.758412409,0.990068315,0.997200494,0.834493575
1661,0.735,0.773868513,1,0.891910746,0.836289504
1662,0.8,0.828902271,0.999999558,0.99405066,0.87630061
1663,1,1,1,0.999830735,1
1664,0.845,0.847038211,0.999528956,0.77431589,0.897189056
1665,0.115,0.125497594,2.00E-08,0.046798996,0.080165871
1666,1,1,1,0.999995418,1
1667,0.76,0.742881859,0.999931688,0.888462145,0.834271182
1668,0.99,0.99425303,1,0.999973626,0.99475101
1669,0.205,0.268291747,3.36E-09,1.49E-04,0.157763917
1670,0.055,0.046146843,1.20E-17,3.26E-05,0.033715614
1671,0.965,0.965357808,1,0.999779886,0.976785936
1672,0.945,0.925920219,0.999999996,0.941277141,0.956973405
1673,0.36,0.253911768,1.50E-06,0.063756187,0.204637757
1674,0.61,0.573956887,0.999786442,0.4290474,0.727914443
1675,0.435,0.557469707,0.25126781,0.017249518,0.414579172
1676,0.66,0.698995653,0.995782215,0.97937259,0.784925956
1677,1,0.982727105,0.99983782,0.997380473,0.994188308
1678,1,0.99425303,1,0.998286371,0.998084343
1679,0.595,0.543896914,0.999999833,0.052902984,0.712965582
1680,1,1,1,0.999982648,1
1681,0.965,0.936192555,1,0.979027573,0.967064185
1682,0.085,0.06139808,8.85E-12,0.001230096,0.04879936
1683,0.04,0.015448224,1.96E-10,2.63E-04,0.018482741
1684,0.99,0.956636757,1,0.999620195,0.982212252
1685,0.35,0.367309965,3.36E-05,0.096876961,0.239114505
1686,0.345,0.439738693,7.12E-12,2.88E-04,0.261579564
1687,0.135,0.190030098,9.45E-06,0.169806716,0.108346517
1688,0.05,0.069583408,2.08E-15,0.01683732,0.039861136
1689,0.99,1,1,0.999824505,0.996666667
1690,0.965,0.947891302,1,0.999713531,0.970963767
1691,0.675,0.649707005,0.998846499,0.118018348,0.774517835
1692,0.055,0.09953303,4.32E-10,0.061672599,0.05151101
1693,0.915,0.956220861,1,0.99988879,0.95707362
1694,0.295,0.336797319,0.189651637,0.372337706,0.273816319
1695,0.08,0.065019757,7.67E-07,0.017508502,0.048340175
1696,0.53,0.563687333,1,0.933113434,0.697895778
1697,0.415,0.48156563,0.999307968,0.129404057,0.631957866
1698,0.01,0.030830364,1.67E-16,4.36E-05,0.013610121
1699,0.79,0.804559511,0.999999767,0.996976284,0.864853093
1700,0.96,0.971158335,1,0.990201937,0.977052778
1701,0.04,0.038496784,2.68E-18,8.34E-07,0.026165595
1702,0.27,0.27561857,0.406663051,0.270984239,0.317427207
1703,0.77,0.81370979,1,0.999967673,0.861236597
1704,0.51,0.520658548,2.51E-04,0.155212976,0.343636434
1705,0.47,0.483766135,0.025851704,0.608102812,0.32653928
1706,0.99,1,1,0.999319805,0.996666667
1707,0.1,0.076837053,1.55E-10,0.006651637,0.058945684
1708,0.975,0.982727105,1,0.999583579,0.985909035
1709,0.98,0.965357808,1,0.985962601,0.981785936
1710,0.1,0.068999364,3.50E-17,6.98E-05,0.056333121
1711,0.82,0.738567856,0.999999999,0.426237789,0.852855952
1712,0.515,0.648104616,1,0.854976257,0.721034872
1713,0.995,1,1,0.998044333,0.998333333
1714,0.505,0.615891566,0.999999999,0.890705955,0.706963855
1715,0.065,0.079614032,1.65E-12,3.85E-04,0.048204677
1716,0.955,0.940584706,0.999578992,0.985477023,0.965054566
1717,0.01,0,1.28E-20,1.74E-04,0.003333333
1718,0.99,0.982727105,1,0.966047541,0.990909035
1719,0.905,0.883002433,1,0.986821818,0.929334144
1720,0.315,0.408886495,1.67E-08,0.380684405,0.241295504
1721,1,0.988495408,1,0.999940578,0.996165136
1722,0.97,0.947891302,1,0.999889342,0.972630434
1723,0.165,0.158969264,1.42E-14,0.001361643,0.107989755
1724,0.085,0.106764488,5.92E-07,0.002296402,0.063921693
1725,1,0.971158335,1,0.99977534,0.990386112
1726,0.01,0.007732399,2.19E-24,1.28E-04,0.0059108
1727,0.185,0.203109044,2.01E-07,0.004922008,0.129369748
1728,0.765,0.792318319,0.999999678,0.972382039,0.852439332
1729,0.195,0.181264998,0.531785605,0.073585622,0.302683534
1730,0.24,0.196437186,2.57E-22,0.001175673,0.145479062
1731,0.055,0.038496784,6.61E-16,8.05E-04,0.031165595
1732,0.075,0.099243465,2.21E-12,0.011564867,0.058081155
1733,0.92,0.814724873,1,0.932053444,0.911574958
1734,0.015,0.015448224,5.99E-27,3.88E-04,0.010149408
1735,0.445,0.412328402,1,0.003699387,0.619109467
1736,0.995,0.988495408,1,0.998586895,0.994498469
1737,0,0,2.36E-12,1.74E-04,7.88E-13
1738,0.165,0.089373647,6.96E-08,0.01075391,0.084791239
1739,0.835,0.84208268,1,0.749439938,0.892360893
1740,0.965,0.988495408,1,0.999674039,0.984498469
1741,0.955,0.953724322,1,0.999655145,0.969574774
1742,1,0.988495408,1,0.999570954,0.996165136
1743,0.765,0.816754073,0.672737313,0.641146646,0.751497129
1744,0.79,0.831932107,0.010649785,0.90386673,0.544193964
1745,0.005,0,1.83E-18,8.26E-05,0.001666667
1746,0.115,0.144132111,5.24E-05,0.096343127,0.086394847
1747,0.965,0.953724322,1,0.992989602,0.972908107
1748,0.01,0.007732399,1.35E-13,0.001075211,0.0059108
1749,0.23,0.253911768,2.18E-06,0.002927531,0.16130465
1750,1,1,1,0.999975484,1
1751,0.31,0.408886495,0.073991486,0.224657089,0.26429266
1752,0.995,1,1,0.999983701,0.998333333
1753,0.715,0.761509568,2.11E-06,0.982593383,0.49217056
1754,0.965,0.965357808,1,0.996095251,0.976785936
1755,0.115,0.084153518,1.67E-10,0.028387858,0.066384506
1756,0.855,0.906753466,0.99999906,0.991644481,0.920584175
1757,0.485,0.648104616,0.968303848,0.973397044,0.700469488
1758,0.09,0.049366977,1.04E-07,0.023462754,0.046455694
1759,0.97,0.959546481,1,0.995812978,0.976515494
1760,0.975,0.982727105,0.999999988,0.991621926,0.985909031
1761,0.115,0.106764488,3.63E-07,0.001021812,0.073921617
1762,0.98,0.980801958,1,0.989647939,0.986933986
1763,0.29,0.303982815,0.240809135,0.184316209,0.278263983
1764,0.015,0.002939068,7.13E-09,0.011035279,0.005979692
1765,0.14,0.246699404,5.55E-07,0.106027533,0.128899986
1766,0.66,0.694784916,0.999999808,0.785889366,0.784928241
1767,0.095,0.129232359,5.64E-21,0.024876125,0.07474412
1768,0.015,0.030830364,6.20E-22,0.006968716,0.015276788
1769,0.005,0.007732399,3.29E-24,2.34E-05,0.004244133
1770,0.865,0.862072896,0.999923863,0.961226011,0.90899892
1771,0.98,0.988495408,1,0.996354761,0.989498469
1772,0.925,0.953724322,1,0.999590996,0.959574774
1773,0.975,0.988495408,0.978110146,0.999805798,0.980535185
1774,0.24,0.217699702,1.69E-21,1.63E-04,0.152566567
1775,0.46,0.483811822,0.030492378,0.010157964,0.324768067
1776,0.955,0.971158335,0.99999992,0.996311482,0.975386085
1777,0.93,0.918562208,0.999999529,0.998980715,0.949520579
1778,0.905,0.900832448,0.999999997,0.964004002,0.935277482
1779,0.595,0.568316343,0.999329708,0.417935464,0.720882017
1780,0.035,0.046146843,9.20E-11,2.57E-05,0.027048948
1781,0.68,0.682119948,1,0.753689493,0.787373316
1782,0.645,0.702990813,0.998502254,0.934851408,0.782164355
1783,0.04,0.130410941,1.17E-04,0.016584583,0.056842781
1784,0.005,0.00859053,9.23E-11,3.71E-04,0.004530177
1785,0.995,1,1,0.999262353,0.998333333
1786,0.985,0.970192329,1,0.999944021,0.98506411
1787,0.975,0.971158335,1,0.996698411,0.982052778
1788,0.17,0.132963188,3.75E-10,6.29E-04,0.100987729
1789,0.97,0.950614731,1,0.999986001,0.973538244
1790,0.21,0.195790847,5.47E-07,0.196786833,0.135263798
1791,0.97,0.982727105,0.991540082,0.986799142,0.981422396
1792,0.015,0.01159238,9.40E-07,0.006825729,0.00886444
1793,0.46,0.477025474,0.005565584,0.586685725,0.314197019
1794,0.315,0.239472062,0.034910022,0.002984838,0.196460695
1795,0.965,0.982727105,1,0.989401242,0.982575702
1796,0.14,0.101752242,3.85E-17,9.36E-04,0.080584081
1797,0.115,0.095476975,5.94E-07,0.034532849,0.07015919
1798,0.285,0.335832047,0.007724953,2.78E-04,0.209519
1799,0.815,0.828902271,1,0.622078021,0.881300757
1800,0.17,0.219155425,7.22E-09,0.027205691,0.129718477
1801,0.945,0.971158335,1,0.999879519,0.972052778
1802,0.21,0.21041198,2.44E-05,0.030055529,0.140145456
1803,0.95,0.936192555,0.999999996,0.992118579,0.962064184
1804,0.995,0.988495408,1,0.999999479,0.994498469
1805,0.225,0.289750539,1.56E-07,0.00806493,0.171583565
1806,0.975,0.971158335,1,0.997756826,0.982052778
1807,0.01,0.023147528,2.41E-31,2.94E-06,0.011049176
1808,0.345,0.36033105,0.022677839,0.545248682,0.24266963
1809,0.005,0,2.28E-20,4.35E-05,0.001666667
1810,0,0.040048456,2.29E-09,0.024608179,0.013349486
1811,0.055,0.039134914,4.01E-09,0.002125194,0.031378306
1812,0.96,0.988495408,0.999999995,0.999631558,0.982831801
1813,0.075,0.102276581,1.57E-10,0.03050326,0.059092194
1814,0.435,0.433427878,0.030958996,0.181420539,0.299795625
1815,0.365,0.427203145,2.62E-04,0.925117382,0.264155031
1816,0.315,0.367309965,0.998991254,0.188587956,0.560433739
1817,0.915,0.962453497,1,0.999935048,0.959151166
1818,0.995,0.988495408,1,0.99893269,0.994498469
1819,0.295,0.224972258,0.992055243,0.287719219,0.504009167
1820,0.605,0.558421392,7.05E-07,0.170439313,0.387807365
1821,0.94,0.904287727,0.999999999,0.857880112,0.948095909
1822,0.13,0.099243465,1.59E-06,0.001936563,0.076415019
1823,0.76,0.828902271,1,0.10571845,0.862967424
1824,0.005,0.024108782,8.68E-16,8.73E-04,0.009702927
1825,0.975,0.982727105,1,0.999894393,0.985909035
1826,0.955,0.94204739,0.999999998,0.997052443,0.965682463
